Song Name,Artists,Artist_ID,Track_ID
Save Your Tears,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,5QO79kh1waicV47BqGRL3g
Sweet but Psycho,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,7DnAm9FOTWE3cUvso43HhI
everything i wanted,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,3ZCTVFBt2Brf31RLEnCkWJ
Start A Fire,John Legend,2snm3HmsnDUDxbIChdl2Oj,7cyKrN1y4q59bc1gJX3QEG
Moving,Macaco,7mUBMaZW1MXGswaneb0JTT,2wvmkXG4foIJ2xUiwLhBjA
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",4nDoRrQiYLoBzwC5BhVJzF,2DB4DdfCFMw1iaR6JaR03a
My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",4nDoRrQiYLoBzwC5BhVJzF,3yOlyBJuViE2YSGn3nVE1K
Cruel Summer,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1BxfuPKGuaTgP7aM0Bbdwr
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean",7CajNmpbOovFoOoasH2HaY,7840mcgnpkHeYU8jwMdq4n
Pompeii,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,6fNhZRFEkBfgW39W3wKARJ
Wonderwall - Remastered,Oasis,2DaxqgrOhkeH0fpeiQq2f4,5qqabIl2vWzo9ApSC317sa
Take Me To Church,Hozier,2FXC3k01G6Gw61bmprjgqS,3dYD57lRAUcMHufyqn9GcI
Best Day Of My Life,American Authors,0MlOPi3zIDMVrfA9R04Fe3,5Hroj5K7vLpIG4FNCRIjbP
Little Talks,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,2ihCaVdNZmnHZWt0fvAM7B
Hey Brother,Avicii,1vCWHaC5f2uS3yhpwWbIA6,4lhqb6JvbHId48OUJGwymk
Another One Bites The Dust - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,5vdp5UmvTsnMEMESIF2Ym7
Love Is A Long Road,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,4PJEK76V3A1S0XzZJuTWh7
Self Control,Laura Branigan,4463nfFMmK1cwAWBQDwT5e,6JNJERZGJwDVgkmbohBw7u
Ace Of Hz,Ladytron,0ucLPotcQNI7AViFytdhBz,5fljjreAB1XiEhp4rqllTz
Fire With Fire,Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o,5iisd7hdraB6hwI47W2jz8
The Cycle,Trap 6,3aiZFAiFFnjfjxfXOAFGy7,1Q22IOmeoJpgsVKEoAEpkd
All Star,Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,3cfOd4CMv2snFaKAnMdnvK
"Hey, Soul Sister",Train,3FUY2gzHeIiaesXtOAdB7A,4HlFJV71xXKIGcU3kRyttv
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",3JhNCzhSMTxs9WLGJJxWOY,6CjtS2JZH9RkDz5UVInsa9
Livin' On A Prayer,Bon Jovi,58lV9VcRSjABbAbfWS6skp,37ZJ0p5Jm13JPevGcx4SkF
I Gotta Feeling,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,4kLLWz7srcuLKA7Et40PQR
Safe And Sound,Capital Cities,4gwpcMTbLWtBUlOijbVpuu,6Z8R6UsFuGXGtiIxiD8ISb
Eye of the Tiger,Survivor,26bcq2nyj5GB7uRr558iQg,2HHtWyy5CgaQbC7XSoOb0e
Sweet Dreams (Are Made of This) - Remastered,"Eurythmics, Annie Lennox, Dave Stewart",0NKDgy9j66h3DLnN8qu1bB,1TfqLAPs4K3s2rJMoCokcS
Renegades,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,0fYVliAYKHuPmECRs1pbRf
Drive By,Train,3FUY2gzHeIiaesXtOAdB7A,0KAiuUOrLTIkzkpfpn9jb9
Riptide,Vance Joy,10exVja0key0uqUkk6LJRT,7yq4Qj7cqayVTp3FF9CWbm
Ho Hey,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,1K3LRUEcUz5FMtPYyg0F45
Chasing Cars,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,5hnyJvgoWiQUYZttV4wXy6
Weightless,Marconi Union,0LyfQWJT6nXafLPZqxe9Of,6kkwzB6hXLIONkEk9JciA6
Firework,Katy Perry,6jJ0s89eD6GaHleKKya26X,1mXuMM6zjPgjL4asbBsgnt
We Are The Champions - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,1lCRw5FEZ1gPDNPzy1K4zW
Let It Go,James Bay,4EzkuveR9pLvDVFNx6foYD,3nnG7AM9QopHVPEuLX3Khk
Stronger,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,0j2T0R9dR9qdJYsB7ciXhf
"Happy - From ""Despicable Me 2""",Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,60nZcImufyMA1MKQY3dcCH
Complicated,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,5xEM5hIgJ1jjgcEBfpkt2F
Blessed,Elton John,3PhoLpVuITZKcymswpck5b,4rKsQBxDysJWqXpY5TAekd
Trust In Me,Etta James,0iOVhN3tnSvgDbcg25JoJb,5Zu9mG353GB3p26t7M5AmR
Count on Me,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,7l1qvxWjxcKpB9PCtBuTbU
Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",3hv9jJF3adDNsBSIQDqcjp,32OlwWuMpZ6b0aN2RZOeMS
Finesse,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,5XMkENs3GfeRza8MfVAhjK
No Limit,"G-Eazy, A$AP Rocky, Cardi B",02kJSzxNuaWGqwubyUba0Z,2DQ1ITjI0YoLFzuADN1ZBW
Take A Bow,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,3goSVuTt3fDYDP6kRnFwuL
Nothing Compares 2 U,Sinéad O'Connor,4sD9znwiVFx9cgRPZ42aQ1,5GHY1DFWKz3Prg2V0Iodqo
Banana Pancakes,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,0BgbobvykXxEvxo2HhCuvM
Come Away With Me,Norah Jones,2Kx7MNY7cI1ENniW7vT30N,6jGnykaS6TkWp15utXSAeI
Castle on the Hill,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6PCUP3dWmTjcTtXY02oFdT
Take Me Back to London (feat. Stormzy),"Ed Sheeran, Stormzy",6eUKZXaKkcviH0Ku9w2n3V,1AI7UPw3fgwAFkvAlZWhE0
1979,The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,3h5zik31hTTat9jmpCZZNC
Yesterday - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3BQHpFgAp4l80e1XslIjNI
Apologize,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,3UhXPxLDFKCj1ZO6mmtV0a
Island In The Sun,Weezer,3jOstUTkEu2JkjvRdBA5Gu,2MLHyLy5z5l5YRp7momlgw
Three Little Birds,Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,7vggqxNKwd6xdRoYS0pQtM
Put Your Records On,Corinne Bailey Rae,29WzbAQtDnBJF09es0uddn,2nGFzvICaeEWjIrBrL2RAx
Good Time,"Owl City, Carly Rae Jepsen",07QEuhtrNmmZ0zEcqE9SF6,1kPpge9JDLpcj15qgrPbYX
Roar,Katy Perry,6jJ0s89eD6GaHleKKya26X,6F5c58TMEs1byxUstkzVeM
I'm So Tired - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2X9H5BokS1u5O46YpNYNsZ
Unsteady,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,7lGKEWMXVWWTt3X71Bv44I
In My Blood,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,2QZ7WLBE8h2y1Y5Fb8RYbH
The Climb,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,5x5JM1BSB6vollcIzDocqT
Basket Case,Green Day,7oPftvlwr6VrsViSDV7fJY,6L89mwZXSOwYl76YXfX13s
Started From the Bottom,Drake,3TVXtAsR1Inumwj472S9r4,3dgQqOiQ9fCKVhNOedd2lf
Sleeping Sickness,City and Colour,74gcBzlQza1bSfob90yRhR,2SBFyml6gSXByXMRfW6UYi
I Need Some Sleep,Eels,3zunDAtRDg7kflREzWAhxl,1YrlYk4iWEFmn2KQfYNOEz
Somebody That I Used To Know,"Gotye, Kimbra",2AsusXITU8P25dlRNhcAbG,1qDrWA6lyx8cLECdZE7TV7
Lost,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,3GZD6HmiNUhxXYf8Gch723
Suddenly I See,KT Tunstall,5zzrJD2jXrE9dZ1AklRFcL,5p9XWUdvbUzmPCukOmwoU3
The Moment I Knew (Taylor's Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,0NRHj8hDwwmSPaA41o379r
epiphany,Taylor Swift,06HL4z0CvFAxyc27GXpf02,08fa9LFcFBTcilB3iq2e2A
"Paint It, Black",The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,63T7DJ1AFDD6Bn8VzG6JE8
Bloody Mary,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,53jnnqFSRGMDB9ADrNriCA
Do I Wanna Know?,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,5FVd6KXrgO9B3JPmC8OPst
Don't Stop Me Now - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,5T8EDUDqKcs6OSOwEsfqG7
